Time_s_Ex	Time_s_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	
2.900879e-001	7.754673e-001	-4.351687e+000	-5.392309e+000	-2.154812e+002	-2.670093e+002	-4.351687e+000	-5.392309e+000	-2.154812e+002	-2.670093e+002	
2.910359e-001	7.764153e-001	-4.730095e+000	-5.297707e+000	-2.342187e+002	-2.623250e+002	-4.730095e+000	-5.297707e+000	-2.342187e+002	-2.623250e+002	
2.919839e-001	7.773633e-001	-4.881458e+000	-5.222025e+000	-2.417137e+002	-2.585775e+002	-4.881458e+000	-5.222025e+000	-2.417137e+002	-2.585775e+002	
2.929319e-001	7.783113e-001	-4.900379e+000	-5.222025e+000	-2.426506e+002	-2.585775e+002	-4.900379e+000	-5.222025e+000	-2.426506e+002	-2.585775e+002	
2.938800e-001	7.792593e-001	-4.957139e+000	-5.165264e+000	-2.454612e+002	-2.557668e+002	-4.957139e+000	-5.165264e+000	-2.454612e+002	-2.557668e+002	
2.948280e-001	7.802073e-001	-4.824697e+000	-5.259866e+000	-2.389031e+002	-2.604512e+002	-4.824697e+000	-5.259866e+000	-2.389031e+002	-2.604512e+002	
2.957760e-001	7.811553e-001	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	
2.967240e-001	7.821034e-001	-4.692255e+000	-5.184184e+000	-2.323450e+002	-2.567037e+002	-4.692255e+000	-5.184184e+000	-2.323450e+002	-2.567037e+002	
2.976720e-001	7.830514e-001	-4.673334e+000	-5.089582e+000	-2.314081e+002	-2.520193e+002	-4.673334e+000	-5.089582e+000	-2.314081e+002	-2.520193e+002	
2.986200e-001	7.839994e-001	-4.824697e+000	-5.184184e+000	-2.389031e+002	-2.567037e+002	-4.824697e+000	-5.184184e+000	-2.389031e+002	-2.567037e+002	
2.995680e-001	7.849474e-001	-4.843617e+000	-5.184184e+000	-2.398400e+002	-2.567037e+002	-4.843617e+000	-5.184184e+000	-2.398400e+002	-2.567037e+002	
3.005160e-001	7.858954e-001	-4.749015e+000	-5.297707e+000	-2.351556e+002	-2.623250e+002	-4.749015e+000	-5.297707e+000	-2.351556e+002	-2.623250e+002	
3.014641e-001	7.868434e-001	-5.032821e+000	-5.184184e+000	-2.492087e+002	-2.567037e+002	-5.032821e+000	-5.184184e+000	-2.492087e+002	-2.567037e+002	
3.024121e-001	7.877914e-001	-4.843617e+000	-5.184184e+000	-2.398400e+002	-2.567037e+002	-4.843617e+000	-5.184184e+000	-2.398400e+002	-2.567037e+002	
3.033601e-001	7.887394e-001	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	
3.043081e-001	7.896875e-001	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	
3.052561e-001	7.906355e-001	-4.843617e+000	-5.373388e+000	-2.398400e+002	-2.660724e+002	-4.843617e+000	-5.373388e+000	-2.398400e+002	-2.660724e+002	
3.062041e-001	7.915835e-001	-4.938220e+000	-5.184184e+000	-2.445243e+002	-2.567037e+002	-4.938220e+000	-5.184184e+000	-2.445243e+002	-2.567037e+002	
3.071521e-001	7.925315e-001	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	
3.081001e-001	7.934795e-001	-4.862538e+000	-4.976060e+000	-2.407768e+002	-2.463981e+002	-4.862538e+000	-4.976060e+000	-2.407768e+002	-2.463981e+002	
3.090481e-001	7.944275e-001	-4.730095e+000	-5.373388e+000	-2.342187e+002	-2.660724e+002	-4.730095e+000	-5.373388e+000	-2.342187e+002	-2.660724e+002	
3.099962e-001	7.953755e-001	-4.900379e+000	-5.165264e+000	-2.426506e+002	-2.557668e+002	-4.900379e+000	-5.165264e+000	-2.426506e+002	-2.557668e+002	
3.109442e-001	7.963235e-001	-4.843617e+000	-5.278786e+000	-2.398400e+002	-2.613881e+002	-4.843617e+000	-5.278786e+000	-2.398400e+002	-2.613881e+002	
3.118922e-001	7.972715e-001	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	
3.128402e-001	7.982196e-001	-4.692255e+000	-4.976060e+000	-2.323450e+002	-2.463981e+002	-4.692255e+000	-4.976060e+000	-2.323450e+002	-2.463981e+002	
3.137882e-001	7.991676e-001	-4.749015e+000	-4.994980e+000	-2.351556e+002	-2.473349e+002	-4.749015e+000	-4.994980e+000	-2.351556e+002	-2.473349e+002	
3.147362e-001	8.001156e-001	-4.862538e+000	-5.354468e+000	-2.407768e+002	-2.651356e+002	-4.862538e+000	-5.354468e+000	-2.407768e+002	-2.651356e+002	
3.156842e-001	8.010636e-001	-4.957139e+000	-5.316627e+000	-2.454612e+002	-2.632618e+002	-4.957139e+000	-5.316627e+000	-2.454612e+002	-2.632618e+002	
3.166322e-001	8.020116e-001	-5.013901e+000	-5.335547e+000	-2.482718e+002	-2.641987e+002	-5.013901e+000	-5.335547e+000	-2.482718e+002	-2.641987e+002	
3.175803e-001	8.029596e-001	-4.919299e+000	-5.278786e+000	-2.435874e+002	-2.613881e+002	-4.919299e+000	-5.278786e+000	-2.435874e+002	-2.613881e+002	
3.185283e-001	8.039076e-001	-4.805777e+000	-5.543672e+000	-2.379662e+002	-2.745043e+002	-4.805777e+000	-5.543672e+000	-2.379662e+002	-2.745043e+002	
3.194763e-001	8.048556e-001	-4.919299e+000	-5.032821e+000	-2.435874e+002	-2.492087e+002	-4.919299e+000	-5.032821e+000	-2.435874e+002	-2.492087e+002	
3.204243e-001	8.058037e-001	-4.938220e+000	-5.108503e+000	-2.445243e+002	-2.529562e+002	-4.938220e+000	-5.108503e+000	-2.445243e+002	-2.529562e+002	
3.213723e-001	8.067517e-001	-4.635493e+000	-5.127423e+000	-2.295343e+002	-2.538931e+002	-4.635493e+000	-5.127423e+000	-2.295343e+002	-2.538931e+002	
3.223203e-001	8.076997e-001	-4.881458e+000	-5.373388e+000	-2.417137e+002	-2.660724e+002	-4.881458e+000	-5.373388e+000	-2.417137e+002	-2.660724e+002	
3.232683e-001	8.086477e-001	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	
3.242163e-001	8.095957e-001	-4.749015e+000	-5.165264e+000	-2.351556e+002	-2.557668e+002	-4.749015e+000	-5.165264e+000	-2.351556e+002	-2.557668e+002	
3.251643e-001	8.105437e-001	-4.616573e+000	-5.222025e+000	-2.285975e+002	-2.585775e+002	-4.616573e+000	-5.222025e+000	-2.285975e+002	-2.585775e+002	
3.261124e-001	8.114917e-001	-4.730095e+000	-5.165264e+000	-2.342187e+002	-2.557668e+002	-4.730095e+000	-5.165264e+000	-2.342187e+002	-2.557668e+002	
3.270604e-001	8.124397e-001	-4.465210e+000	-5.089582e+000	-2.211024e+002	-2.520193e+002	-4.465210e+000	-5.089582e+000	-2.211024e+002	-2.520193e+002	
3.280084e-001	8.133878e-001	-4.786856e+000	-5.259866e+000	-2.370293e+002	-2.604512e+002	-4.786856e+000	-5.259866e+000	-2.370293e+002	-2.604512e+002	
3.289564e-001	8.143358e-001	-5.013901e+000	-5.165264e+000	-2.482718e+002	-2.557668e+002	-5.013901e+000	-5.165264e+000	-2.482718e+002	-2.557668e+002	
3.299044e-001	8.152838e-001	-4.862538e+000	-5.222025e+000	-2.407768e+002	-2.585775e+002	-4.862538e+000	-5.222025e+000	-2.407768e+002	-2.585775e+002	
3.308524e-001	8.162318e-001	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	
3.318004e-001	8.171798e-001	-4.559812e+000	-5.203104e+000	-2.257868e+002	-2.576406e+002	-4.559812e+000	-5.203104e+000	-2.257868e+002	-2.576406e+002	
3.327484e-001	8.181278e-001	-4.824697e+000	-5.335547e+000	-2.389031e+002	-2.641987e+002	-4.824697e+000	-5.335547e+000	-2.389031e+002	-2.641987e+002	
3.336965e-001	8.190758e-001	-4.862538e+000	-5.203104e+000	-2.407768e+002	-2.576406e+002	-4.862538e+000	-5.203104e+000	-2.407768e+002	-2.576406e+002	
3.346445e-001	8.200238e-001	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	
3.355925e-001	8.209718e-001	-4.767936e+000	-5.203104e+000	-2.360925e+002	-2.576406e+002	-4.767936e+000	-5.203104e+000	-2.360925e+002	-2.576406e+002	
3.365405e-001	8.219199e-001	-4.881458e+000	-5.089582e+000	-2.417137e+002	-2.520193e+002	-4.881458e+000	-5.089582e+000	-2.417137e+002	-2.520193e+002	
3.374885e-001	8.228679e-001	-4.862538e+000	-5.392309e+000	-2.407768e+002	-2.670093e+002	-4.862538e+000	-5.392309e+000	-2.407768e+002	-2.670093e+002	
3.384365e-001	8.238159e-001	-4.389528e+000	-5.184184e+000	-2.173549e+002	-2.567037e+002	-4.389528e+000	-5.184184e+000	-2.173549e+002	-2.567037e+002	
3.393845e-001	8.247639e-001	-4.711175e+000	-5.505831e+000	-2.332818e+002	-2.726306e+002	-4.711175e+000	-5.505831e+000	-2.332818e+002	-2.726306e+002	
3.403325e-001	8.257119e-001	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	
3.412805e-001	8.266599e-001	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	
3.422286e-001	8.276079e-001	-4.824697e+000	-5.146344e+000	-2.389031e+002	-2.548299e+002	-4.824697e+000	-5.146344e+000	-2.389031e+002	-2.548299e+002	
3.431766e-001	8.285559e-001	-4.749015e+000	-5.108503e+000	-2.351556e+002	-2.529562e+002	-4.749015e+000	-5.108503e+000	-2.351556e+002	-2.529562e+002	
3.441246e-001	8.295040e-001	-4.692255e+000	-5.335547e+000	-2.323450e+002	-2.641987e+002	-4.692255e+000	-5.335547e+000	-2.323450e+002	-2.641987e+002	
3.450726e-001	8.304520e-001	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	-4.749015e+000	-5.240945e+000	-2.351556e+002	-2.595143e+002	
3.460206e-001	8.314000e-001	-4.824697e+000	-5.013901e+000	-2.389031e+002	-2.482718e+002	-4.824697e+000	-5.013901e+000	-2.389031e+002	-2.482718e+002	
3.469686e-001	8.323480e-001	-4.824697e+000	-5.316627e+000	-2.389031e+002	-2.632618e+002	-4.824697e+000	-5.316627e+000	-2.389031e+002	-2.632618e+002	
3.479166e-001	8.332960e-001	-4.843617e+000	-5.316627e+000	-2.398400e+002	-2.632618e+002	-4.843617e+000	-5.316627e+000	-2.398400e+002	-2.632618e+002	
3.488646e-001	8.342440e-001	-4.938220e+000	-5.165264e+000	-2.445243e+002	-2.557668e+002	-4.938220e+000	-5.165264e+000	-2.445243e+002	-2.557668e+002	
3.498127e-001	8.351920e-001	-4.919299e+000	-5.373388e+000	-2.435874e+002	-2.660724e+002	-4.919299e+000	-5.373388e+000	-2.435874e+002	-2.660724e+002	
3.507607e-001	8.361400e-001	-4.994980e+000	-5.108503e+000	-2.473349e+002	-2.529562e+002	-4.994980e+000	-5.108503e+000	-2.473349e+002	-2.529562e+002	
3.517087e-001	8.370880e-001	-4.673334e+000	-5.051742e+000	-2.314081e+002	-2.501456e+002	-4.673334e+000	-5.051742e+000	-2.314081e+002	-2.501456e+002	
3.526567e-001	8.380361e-001	-4.559812e+000	-5.032821e+000	-2.257868e+002	-2.492087e+002	-4.559812e+000	-5.032821e+000	-2.257868e+002	-2.492087e+002	
3.536047e-001	8.389841e-001	-4.521971e+000	-5.373388e+000	-2.239131e+002	-2.660724e+002	-4.521971e+000	-5.373388e+000	-2.239131e+002	-2.660724e+002	
3.545527e-001	8.399321e-001	-4.938220e+000	-5.222025e+000	-2.445243e+002	-2.585775e+002	-4.938220e+000	-5.222025e+000	-2.445243e+002	-2.585775e+002	
3.555007e-001	8.408801e-001	-4.843617e+000	-5.259866e+000	-2.398400e+002	-2.604512e+002	-4.843617e+000	-5.259866e+000	-2.398400e+002	-2.604512e+002	
3.564487e-001	8.418281e-001	-4.711175e+000	-5.430149e+000	-2.332818e+002	-2.688831e+002	-4.711175e+000	-5.430149e+000	-2.332818e+002	-2.688831e+002	
3.573968e-001	8.427761e-001	-4.711175e+000	-5.108503e+000	-2.332818e+002	-2.529562e+002	-4.711175e+000	-5.108503e+000	-2.332818e+002	-2.529562e+002	
3.583448e-001	8.437241e-001	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	
3.592928e-001	8.446721e-001	-4.767936e+000	-5.222025e+000	-2.360925e+002	-2.585775e+002	-4.767936e+000	-5.222025e+000	-2.360925e+002	-2.585775e+002	
3.602408e-001	8.456202e-001	-4.749015e+000	-5.316627e+000	-2.351556e+002	-2.632618e+002	-4.749015e+000	-5.316627e+000	-2.351556e+002	-2.632618e+002	
3.611888e-001	8.465682e-001	-4.711175e+000	-5.203104e+000	-2.332818e+002	-2.576406e+002	-4.711175e+000	-5.203104e+000	-2.332818e+002	-2.576406e+002	
3.621368e-001	8.475162e-001	-4.692255e+000	-4.938220e+000	-2.323450e+002	-2.445243e+002	-4.692255e+000	-4.938220e+000	-2.323450e+002	-2.445243e+002	
3.630848e-001	8.484642e-001	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	
3.640328e-001	8.494122e-001	-4.900379e+000	-5.089582e+000	-2.426506e+002	-2.520193e+002	-4.900379e+000	-5.089582e+000	-2.426506e+002	-2.520193e+002	
3.649808e-001	8.503602e-001	-4.919299e+000	-5.127423e+000	-2.435874e+002	-2.538931e+002	-4.919299e+000	-5.127423e+000	-2.435874e+002	-2.538931e+002	
3.659289e-001	8.513082e-001	-4.805777e+000	-4.938220e+000	-2.379662e+002	-2.445243e+002	-4.805777e+000	-4.938220e+000	-2.379662e+002	-2.445243e+002	
3.668769e-001	8.522562e-001	-4.673334e+000	-5.430149e+000	-2.314081e+002	-2.688831e+002	-4.673334e+000	-5.430149e+000	-2.314081e+002	-2.688831e+002	
3.678249e-001	8.532043e-001	-4.635493e+000	-5.165264e+000	-2.295343e+002	-2.557668e+002	-4.635493e+000	-5.165264e+000	-2.295343e+002	-2.557668e+002	
3.687729e-001	8.541523e-001	-4.692255e+000	-4.900379e+000	-2.323450e+002	-2.426506e+002	-4.692255e+000	-4.900379e+000	-2.323450e+002	-2.426506e+002	
3.697209e-001	8.551003e-001	-4.824697e+000	-5.203104e+000	-2.389031e+002	-2.576406e+002	-4.824697e+000	-5.203104e+000	-2.389031e+002	-2.576406e+002	
3.706689e-001	8.560483e-001	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	
3.716169e-001	8.569963e-001	-4.767936e+000	-5.184184e+000	-2.360925e+002	-2.567037e+002	-4.767936e+000	-5.184184e+000	-2.360925e+002	-2.567037e+002	
3.725649e-001	8.579443e-001	-4.692255e+000	-4.919299e+000	-2.323450e+002	-2.435874e+002	-4.692255e+000	-4.919299e+000	-2.323450e+002	-2.435874e+002	
3.735130e-001	8.588923e-001	-4.654414e+000	-5.032821e+000	-2.304712e+002	-2.492087e+002	-4.654414e+000	-5.032821e+000	-2.304712e+002	-2.492087e+002	
3.744610e-001	8.598403e-001	-4.673334e+000	-5.089582e+000	-2.314081e+002	-2.520193e+002	-4.673334e+000	-5.089582e+000	-2.314081e+002	-2.520193e+002	
3.754090e-001	8.607883e-001	-4.540891e+000	-5.108503e+000	-2.248500e+002	-2.529562e+002	-4.540891e+000	-5.108503e+000	-2.248500e+002	-2.529562e+002	
3.763570e-001	8.617364e-001	-4.711175e+000	-5.127423e+000	-2.332818e+002	-2.538931e+002	-4.711175e+000	-5.127423e+000	-2.332818e+002	-2.538931e+002	
3.773050e-001	8.626844e-001	-4.805777e+000	-5.165264e+000	-2.379662e+002	-2.557668e+002	-4.805777e+000	-5.165264e+000	-2.379662e+002	-2.557668e+002	
3.782530e-001	8.636324e-001	-4.597652e+000	-5.051742e+000	-2.276606e+002	-2.501456e+002	-4.597652e+000	-5.051742e+000	-2.276606e+002	-2.501456e+002	
3.792010e-001	8.645804e-001	-4.673334e+000	-4.957139e+000	-2.314081e+002	-2.454612e+002	-4.673334e+000	-4.957139e+000	-2.314081e+002	-2.454612e+002	
3.801490e-001	8.655284e-001	-4.749015e+000	-5.108503e+000	-2.351556e+002	-2.529562e+002	-4.749015e+000	-5.108503e+000	-2.351556e+002	-2.529562e+002	
3.810970e-001	8.664764e-001	-4.919299e+000	-4.957139e+000	-2.435874e+002	-2.454612e+002	-4.919299e+000	-4.957139e+000	-2.435874e+002	-2.454612e+002	
3.820451e-001	8.674244e-001	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	
3.829931e-001	8.683724e-001	-4.919299e+000	-5.070662e+000	-2.435874e+002	-2.510824e+002	-4.919299e+000	-5.070662e+000	-2.435874e+002	-2.510824e+002	
3.839411e-001	8.693205e-001	-4.938220e+000	-5.051742e+000	-2.445243e+002	-2.501456e+002	-4.938220e+000	-5.051742e+000	-2.445243e+002	-2.501456e+002	
3.848891e-001	8.702685e-001	-4.673334e+000	-5.051742e+000	-2.314081e+002	-2.501456e+002	-4.673334e+000	-5.051742e+000	-2.314081e+002	-2.501456e+002	
3.858371e-001	8.712165e-001	-4.881458e+000	-4.881458e+000	-2.417137e+002	-2.417137e+002	-4.881458e+000	-4.881458e+000	-2.417137e+002	-2.417137e+002	
3.867851e-001	8.721645e-001	-4.654414e+000	-4.994980e+000	-2.304712e+002	-2.473349e+002	-4.654414e+000	-4.994980e+000	-2.304712e+002	-2.473349e+002	
3.877331e-001	8.731125e-001	-4.843617e+000	-5.127423e+000	-2.398400e+002	-2.538931e+002	-4.843617e+000	-5.127423e+000	-2.398400e+002	-2.538931e+002	
3.886811e-001	8.740605e-001	-4.692255e+000	-5.259866e+000	-2.323450e+002	-2.604512e+002	-4.692255e+000	-5.259866e+000	-2.323450e+002	-2.604512e+002	
3.896292e-001	8.750085e-001	-4.881458e+000	-5.146344e+000	-2.417137e+002	-2.548299e+002	-4.881458e+000	-5.146344e+000	-2.417137e+002	-2.548299e+002	
3.905772e-001	8.759565e-001	-5.032821e+000	-4.957139e+000	-2.492087e+002	-2.454612e+002	-5.032821e+000	-4.957139e+000	-2.492087e+002	-2.454612e+002	
3.915252e-001	8.769045e-001	-4.843617e+000	-4.976060e+000	-2.398400e+002	-2.463981e+002	-4.843617e+000	-4.976060e+000	-2.398400e+002	-2.463981e+002	
3.924732e-001	8.778526e-001	-4.786856e+000	-4.900379e+000	-2.370293e+002	-2.426506e+002	-4.786856e+000	-4.900379e+000	-2.370293e+002	-2.426506e+002	
3.934212e-001	8.788006e-001	-4.786856e+000	-5.184184e+000	-2.370293e+002	-2.567037e+002	-4.786856e+000	-5.184184e+000	-2.370293e+002	-2.567037e+002	
3.943692e-001	8.797486e-001	-4.749015e+000	-5.032821e+000	-2.351556e+002	-2.492087e+002	-4.749015e+000	-5.032821e+000	-2.351556e+002	-2.492087e+002	
3.953172e-001	8.806966e-001	-4.919299e+000	-4.843617e+000	-2.435874e+002	-2.398400e+002	-4.919299e+000	-4.843617e+000	-2.435874e+002	-2.398400e+002	
3.962652e-001	8.816446e-001	-4.767936e+000	-5.335547e+000	-2.360925e+002	-2.641987e+002	-4.767936e+000	-5.335547e+000	-2.360925e+002	-2.641987e+002	
3.972133e-001	8.825926e-001	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	
3.981613e-001	8.835406e-001	-4.767936e+000	-4.938220e+000	-2.360925e+002	-2.445243e+002	-4.767936e+000	-4.938220e+000	-2.360925e+002	-2.445243e+002	
3.991093e-001	8.844886e-001	-4.711175e+000	-5.070662e+000	-2.332818e+002	-2.510824e+002	-4.711175e+000	-5.070662e+000	-2.332818e+002	-2.510824e+002	
4.000573e-001	8.854367e-001	-4.786856e+000	-5.127423e+000	-2.370293e+002	-2.538931e+002	-4.786856e+000	-5.127423e+000	-2.370293e+002	-2.538931e+002	
4.010053e-001	8.863847e-001	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	
4.019533e-001	8.873327e-001	-4.692255e+000	-4.843617e+000	-2.323450e+002	-2.398400e+002	-4.692255e+000	-4.843617e+000	-2.323450e+002	-2.398400e+002	
4.029013e-001	8.882807e-001	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	
4.038493e-001	8.892287e-001	-4.862538e+000	-5.165264e+000	-2.407768e+002	-2.557668e+002	-4.862538e+000	-5.165264e+000	-2.407768e+002	-2.557668e+002	
4.047973e-001	8.901767e-001	-4.805777e+000	-5.278786e+000	-2.379662e+002	-2.613881e+002	-4.805777e+000	-5.278786e+000	-2.379662e+002	-2.613881e+002	
4.057454e-001	8.911247e-001	-4.919299e+000	-5.430149e+000	-2.435874e+002	-2.688831e+002	-4.919299e+000	-5.430149e+000	-2.435874e+002	-2.688831e+002	
4.066934e-001	8.920727e-001	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	
4.076414e-001	8.930207e-001	-4.711175e+000	-5.051742e+000	-2.332818e+002	-2.501456e+002	-4.711175e+000	-5.051742e+000	-2.332818e+002	-2.501456e+002	
4.085894e-001	8.939688e-001	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	-4.805777e+000	-5.203104e+000	-2.379662e+002	-2.576406e+002	
4.095374e-001	8.949168e-001	-4.938220e+000	-5.146344e+000	-2.445243e+002	-2.548299e+002	-4.938220e+000	-5.146344e+000	-2.445243e+002	-2.548299e+002	
4.104854e-001	8.958648e-001	-5.051742e+000	-4.919299e+000	-2.501456e+002	-2.435874e+002	-5.051742e+000	-4.919299e+000	-2.501456e+002	-2.435874e+002	
4.114334e-001	8.968128e-001	-5.032821e+000	-5.335547e+000	-2.492087e+002	-2.641987e+002	-5.032821e+000	-5.335547e+000	-2.492087e+002	-2.641987e+002	
4.123814e-001	8.977608e-001	-4.692255e+000	-5.032821e+000	-2.323450e+002	-2.492087e+002	-4.692255e+000	-5.032821e+000	-2.323450e+002	-2.492087e+002	
4.133295e-001	8.987088e-001	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	-4.730095e+000	-5.051742e+000	-2.342187e+002	-2.501456e+002	
4.142775e-001	8.996568e-001	-4.767936e+000	-4.957139e+000	-2.360925e+002	-2.454612e+002	-4.767936e+000	-4.957139e+000	-2.360925e+002	-2.454612e+002	
4.152255e-001	9.006048e-001	-4.559812e+000	-4.919299e+000	-2.257868e+002	-2.435874e+002	-4.559812e+000	-4.919299e+000	-2.257868e+002	-2.435874e+002	
4.161735e-001	9.015529e-001	-4.711175e+000	-4.938220e+000	-2.332818e+002	-2.445243e+002	-4.711175e+000	-4.938220e+000	-2.332818e+002	-2.445243e+002	
4.171215e-001	9.025009e-001	-4.881458e+000	-5.184184e+000	-2.417137e+002	-2.567037e+002	-4.881458e+000	-5.184184e+000	-2.417137e+002	-2.567037e+002	
4.180695e-001	9.034489e-001	-4.559812e+000	-5.127423e+000	-2.257868e+002	-2.538931e+002	-4.559812e+000	-5.127423e+000	-2.257868e+002	-2.538931e+002	
4.190175e-001	9.043969e-001	-4.730095e+000	-4.976060e+000	-2.342187e+002	-2.463981e+002	-4.730095e+000	-4.976060e+000	-2.342187e+002	-2.463981e+002	
4.199655e-001	9.053449e-001	-4.824697e+000	-5.165264e+000	-2.389031e+002	-2.557668e+002	-4.824697e+000	-5.165264e+000	-2.389031e+002	-2.557668e+002	
4.209135e-001	9.062929e-001	-4.673334e+000	-5.070662e+000	-2.314081e+002	-2.510824e+002	-4.673334e+000	-5.070662e+000	-2.314081e+002	-2.510824e+002	
4.218616e-001	9.072409e-001	-4.881458e+000	-5.032821e+000	-2.417137e+002	-2.492087e+002	-4.881458e+000	-5.032821e+000	-2.417137e+002	-2.492087e+002	
4.228096e-001	9.081889e-001	-4.786856e+000	-5.222025e+000	-2.370293e+002	-2.585775e+002	-4.786856e+000	-5.222025e+000	-2.370293e+002	-2.585775e+002	
4.237576e-001	9.091370e-001	-4.900379e+000	-5.411229e+000	-2.426506e+002	-2.679462e+002	-4.900379e+000	-5.411229e+000	-2.426506e+002	-2.679462e+002	
4.247056e-001	9.100850e-001	-4.881458e+000	-5.108503e+000	-2.417137e+002	-2.529562e+002	-4.881458e+000	-5.108503e+000	-2.417137e+002	-2.529562e+002	
4.256536e-001	9.110330e-001	-4.578732e+000	-4.957139e+000	-2.267237e+002	-2.454612e+002	-4.578732e+000	-4.957139e+000	-2.267237e+002	-2.454612e+002	
4.266016e-001	9.119810e-001	-4.843617e+000	-5.127423e+000	-2.398400e+002	-2.538931e+002	-4.843617e+000	-5.127423e+000	-2.398400e+002	-2.538931e+002	
4.275496e-001	9.129290e-001	-4.692255e+000	-4.994980e+000	-2.323450e+002	-2.473349e+002	-4.692255e+000	-4.994980e+000	-2.323450e+002	-2.473349e+002	
4.284976e-001	9.138770e-001	-4.881458e+000	-5.184184e+000	-2.417137e+002	-2.567037e+002	-4.881458e+000	-5.184184e+000	-2.417137e+002	-2.567037e+002	
4.294457e-001	9.148250e-001	-4.786856e+000	-4.938220e+000	-2.370293e+002	-2.445243e+002	-4.786856e+000	-4.938220e+000	-2.370293e+002	-2.445243e+002	
4.303937e-001	9.157730e-001	-4.578732e+000	-5.032821e+000	-2.267237e+002	-2.492087e+002	-4.578732e+000	-5.032821e+000	-2.267237e+002	-2.492087e+002	
4.313417e-001	9.167210e-001	-4.711175e+000	-5.032821e+000	-2.332818e+002	-2.492087e+002	-4.711175e+000	-5.032821e+000	-2.332818e+002	-2.492087e+002	
4.322897e-001	9.176691e-001	-5.013901e+000	-5.165264e+000	-2.482718e+002	-2.557668e+002	-5.013901e+000	-5.165264e+000	-2.482718e+002	-2.557668e+002	
4.332377e-001	9.186171e-001	-4.824697e+000	-5.165264e+000	-2.389031e+002	-2.557668e+002	-4.824697e+000	-5.165264e+000	-2.389031e+002	-2.557668e+002	
4.341857e-001	9.195651e-001	-4.843617e+000	-5.070662e+000	-2.398400e+002	-2.510824e+002	-4.843617e+000	-5.070662e+000	-2.398400e+002	-2.510824e+002	
4.351337e-001	9.205131e-001	-5.070662e+000	-5.259866e+000	-2.510824e+002	-2.604512e+002	-5.070662e+000	-5.259866e+000	-2.510824e+002	-2.604512e+002	
4.360817e-001	9.214611e-001	-4.749015e+000	-5.259866e+000	-2.351556e+002	-2.604512e+002	-4.749015e+000	-5.259866e+000	-2.351556e+002	-2.604512e+002	
4.370297e-001	9.224091e-001	-4.711175e+000	-5.184184e+000	-2.332818e+002	-2.567037e+002	-4.711175e+000	-5.184184e+000	-2.332818e+002	-2.567037e+002	
