Time_s_Ex	Time_s_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	
1.421997e-001	6.275774e-001	-4.881458e+000	-5.051742e+000	-2.417137e+002	-2.501456e+002	-4.881458e+000	-5.051742e+000	-2.417137e+002	-2.501456e+002	
1.431477e-001	6.285254e-001	-4.881458e+000	-5.070662e+000	-2.417137e+002	-2.510824e+002	-4.881458e+000	-5.070662e+000	-2.417137e+002	-2.510824e+002	
1.440957e-001	6.294734e-001	-4.881458e+000	-4.994980e+000	-2.417137e+002	-2.473349e+002	-4.881458e+000	-4.994980e+000	-2.417137e+002	-2.473349e+002	
1.450437e-001	6.304215e-001	-5.051742e+000	-5.127423e+000	-2.501456e+002	-2.538931e+002	-5.051742e+000	-5.127423e+000	-2.501456e+002	-2.538931e+002	
1.459917e-001	6.313695e-001	-4.711175e+000	-5.013901e+000	-2.332818e+002	-2.482718e+002	-4.711175e+000	-5.013901e+000	-2.332818e+002	-2.482718e+002	
1.469397e-001	6.323175e-001	-5.203104e+000	-4.900379e+000	-2.576406e+002	-2.426506e+002	-5.203104e+000	-4.900379e+000	-2.576406e+002	-2.426506e+002	
1.478877e-001	6.332655e-001	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	
1.488357e-001	6.342135e-001	-4.938220e+000	-4.881458e+000	-2.445243e+002	-2.417137e+002	-4.938220e+000	-4.881458e+000	-2.445243e+002	-2.417137e+002	
1.497837e-001	6.351615e-001	-5.032821e+000	-5.089582e+000	-2.492087e+002	-2.520193e+002	-5.032821e+000	-5.089582e+000	-2.492087e+002	-2.520193e+002	
1.507317e-001	6.361095e-001	-5.089582e+000	-4.919299e+000	-2.520193e+002	-2.435874e+002	-5.089582e+000	-4.919299e+000	-2.520193e+002	-2.435874e+002	
1.516797e-001	6.370575e-001	-4.730095e+000	-5.032821e+000	-2.342187e+002	-2.492087e+002	-4.730095e+000	-5.032821e+000	-2.342187e+002	-2.492087e+002	
1.526277e-001	6.380056e-001	-5.070662e+000	-4.881458e+000	-2.510824e+002	-2.417137e+002	-5.070662e+000	-4.881458e+000	-2.510824e+002	-2.417137e+002	
1.535757e-001	6.389536e-001	-4.919299e+000	-5.089582e+000	-2.435874e+002	-2.520193e+002	-4.919299e+000	-5.089582e+000	-2.435874e+002	-2.520193e+002	
1.545237e-001	6.399016e-001	-5.070662e+000	-5.070662e+000	-2.510824e+002	-2.510824e+002	-5.070662e+000	-5.070662e+000	-2.510824e+002	-2.510824e+002	
1.554717e-001	6.408496e-001	-4.919299e+000	-4.881458e+000	-2.435874e+002	-2.417137e+002	-4.919299e+000	-4.881458e+000	-2.435874e+002	-2.417137e+002	
1.564197e-001	6.417976e-001	-5.051742e+000	-4.862538e+000	-2.501456e+002	-2.407768e+002	-5.051742e+000	-4.862538e+000	-2.501456e+002	-2.407768e+002	
1.573677e-001	6.427456e-001	-4.862538e+000	-5.127423e+000	-2.407768e+002	-2.538931e+002	-4.862538e+000	-5.127423e+000	-2.407768e+002	-2.538931e+002	
1.583157e-001	6.436936e-001	-5.051742e+000	-5.089582e+000	-2.501456e+002	-2.520193e+002	-5.051742e+000	-5.089582e+000	-2.501456e+002	-2.520193e+002	
1.592637e-001	6.446416e-001	-4.938220e+000	-5.032821e+000	-2.445243e+002	-2.492087e+002	-4.938220e+000	-5.032821e+000	-2.445243e+002	-2.492087e+002	
1.602117e-001	6.455896e-001	-4.824697e+000	-5.051742e+000	-2.389031e+002	-2.501456e+002	-4.824697e+000	-5.051742e+000	-2.389031e+002	-2.501456e+002	
1.611597e-001	6.465377e-001	-5.070662e+000	-5.127423e+000	-2.510824e+002	-2.538931e+002	-5.070662e+000	-5.127423e+000	-2.510824e+002	-2.538931e+002	
1.621077e-001	6.474857e-001	-4.919299e+000	-5.222025e+000	-2.435874e+002	-2.585775e+002	-4.919299e+000	-5.222025e+000	-2.435874e+002	-2.585775e+002	
1.630557e-001	6.484337e-001	-4.938220e+000	-4.938220e+000	-2.445243e+002	-2.445243e+002	-4.938220e+000	-4.938220e+000	-2.445243e+002	-2.445243e+002	
1.640037e-001	6.493817e-001	-5.184184e+000	-5.259866e+000	-2.567037e+002	-2.604512e+002	-5.184184e+000	-5.259866e+000	-2.567037e+002	-2.604512e+002	
1.649517e-001	6.503297e-001	-4.938220e+000	-4.976060e+000	-2.445243e+002	-2.463981e+002	-4.938220e+000	-4.976060e+000	-2.445243e+002	-2.463981e+002	
1.658997e-001	6.512777e-001	-4.919299e+000	-4.881458e+000	-2.435874e+002	-2.417137e+002	-4.919299e+000	-4.881458e+000	-2.435874e+002	-2.417137e+002	
1.668477e-001	6.522257e-001	-4.578732e+000	-4.919299e+000	-2.267237e+002	-2.435874e+002	-4.578732e+000	-4.919299e+000	-2.267237e+002	-2.435874e+002	
1.677957e-001	6.531737e-001	-4.824697e+000	-4.843617e+000	-2.389031e+002	-2.398400e+002	-4.824697e+000	-4.843617e+000	-2.389031e+002	-2.398400e+002	
1.687437e-001	6.541218e-001	-5.013901e+000	-5.032821e+000	-2.482718e+002	-2.492087e+002	-5.013901e+000	-5.032821e+000	-2.482718e+002	-2.492087e+002	
1.696917e-001	6.550698e-001	-5.070662e+000	-5.032821e+000	-2.510824e+002	-2.492087e+002	-5.070662e+000	-5.032821e+000	-2.510824e+002	-2.492087e+002	
1.706396e-001	6.560178e-001	-5.032821e+000	-5.051742e+000	-2.492087e+002	-2.501456e+002	-5.032821e+000	-5.051742e+000	-2.492087e+002	-2.501456e+002	
1.715876e-001	6.569658e-001	-4.805777e+000	-4.919299e+000	-2.379662e+002	-2.435874e+002	-4.805777e+000	-4.919299e+000	-2.379662e+002	-2.435874e+002	
1.725356e-001	6.579138e-001	-4.843617e+000	-4.673334e+000	-2.398400e+002	-2.314081e+002	-4.843617e+000	-4.673334e+000	-2.398400e+002	-2.314081e+002	
1.734836e-001	6.588618e-001	-5.259866e+000	-5.108503e+000	-2.604512e+002	-2.529562e+002	-5.259866e+000	-5.108503e+000	-2.604512e+002	-2.529562e+002	
1.744316e-001	6.598098e-001	-4.957139e+000	-4.919299e+000	-2.454612e+002	-2.435874e+002	-4.957139e+000	-4.919299e+000	-2.454612e+002	-2.435874e+002	
1.753796e-001	6.607578e-001	-4.994980e+000	-5.051742e+000	-2.473349e+002	-2.501456e+002	-4.994980e+000	-5.051742e+000	-2.473349e+002	-2.501456e+002	
1.763276e-001	6.617059e-001	-5.070662e+000	-5.070662e+000	-2.510824e+002	-2.510824e+002	-5.070662e+000	-5.070662e+000	-2.510824e+002	-2.510824e+002	
1.772756e-001	6.626539e-001	-5.013901e+000	-4.900379e+000	-2.482718e+002	-2.426506e+002	-5.013901e+000	-4.900379e+000	-2.482718e+002	-2.426506e+002	
1.782236e-001	6.636019e-001	-5.203104e+000	-5.013901e+000	-2.576406e+002	-2.482718e+002	-5.203104e+000	-5.013901e+000	-2.576406e+002	-2.482718e+002	
1.791716e-001	6.645499e-001	-5.013901e+000	-4.881458e+000	-2.482718e+002	-2.417137e+002	-5.013901e+000	-4.881458e+000	-2.482718e+002	-2.417137e+002	
1.801196e-001	6.654979e-001	-4.843617e+000	-4.919299e+000	-2.398400e+002	-2.435874e+002	-4.843617e+000	-4.919299e+000	-2.398400e+002	-2.435874e+002	
1.810676e-001	6.664459e-001	-4.654414e+000	-5.335547e+000	-2.304712e+002	-2.641987e+002	-4.654414e+000	-5.335547e+000	-2.304712e+002	-2.641987e+002	
1.820156e-001	6.673939e-001	-5.127423e+000	-4.919299e+000	-2.538931e+002	-2.435874e+002	-5.127423e+000	-4.919299e+000	-2.538931e+002	-2.435874e+002	
1.829636e-001	6.683419e-001	-5.013901e+000	-5.108503e+000	-2.482718e+002	-2.529562e+002	-5.013901e+000	-5.108503e+000	-2.482718e+002	-2.529562e+002	
1.839116e-001	6.692899e-001	-5.013901e+000	-4.900379e+000	-2.482718e+002	-2.426506e+002	-5.013901e+000	-4.900379e+000	-2.482718e+002	-2.426506e+002	
1.848596e-001	6.702380e-001	-5.089582e+000	-4.957139e+000	-2.520193e+002	-2.454612e+002	-5.089582e+000	-4.957139e+000	-2.520193e+002	-2.454612e+002	
1.858076e-001	6.711860e-001	-5.089582e+000	-4.843617e+000	-2.520193e+002	-2.398400e+002	-5.089582e+000	-4.843617e+000	-2.520193e+002	-2.398400e+002	
1.867556e-001	6.721340e-001	-5.127423e+000	-4.900379e+000	-2.538931e+002	-2.426506e+002	-5.127423e+000	-4.900379e+000	-2.538931e+002	-2.426506e+002	
1.877036e-001	6.730820e-001	-5.051742e+000	-4.938220e+000	-2.501456e+002	-2.445243e+002	-5.051742e+000	-4.938220e+000	-2.501456e+002	-2.445243e+002	
1.886516e-001	6.740300e-001	-5.203104e+000	-4.976060e+000	-2.576406e+002	-2.463981e+002	-5.203104e+000	-4.976060e+000	-2.576406e+002	-2.463981e+002	
1.895996e-001	6.749780e-001	-4.976060e+000	-4.900379e+000	-2.463981e+002	-2.426506e+002	-4.976060e+000	-4.900379e+000	-2.463981e+002	-2.426506e+002	
1.905476e-001	6.759260e-001	-5.127423e+000	-4.900379e+000	-2.538931e+002	-2.426506e+002	-5.127423e+000	-4.900379e+000	-2.538931e+002	-2.426506e+002	
1.914956e-001	6.768740e-001	-4.805777e+000	-5.316627e+000	-2.379662e+002	-2.632618e+002	-4.805777e+000	-5.316627e+000	-2.379662e+002	-2.632618e+002	
1.924436e-001	6.778221e-001	-4.994980e+000	-4.919299e+000	-2.473349e+002	-2.435874e+002	-4.994980e+000	-4.919299e+000	-2.473349e+002	-2.435874e+002	
1.933916e-001	6.787701e-001	-4.824697e+000	-4.938220e+000	-2.389031e+002	-2.445243e+002	-4.824697e+000	-4.938220e+000	-2.389031e+002	-2.445243e+002	
1.943396e-001	6.797181e-001	-4.938220e+000	-4.976060e+000	-2.445243e+002	-2.463981e+002	-4.938220e+000	-4.976060e+000	-2.445243e+002	-2.463981e+002	
1.952876e-001	6.806661e-001	-5.032821e+000	-5.051742e+000	-2.492087e+002	-2.501456e+002	-5.032821e+000	-5.051742e+000	-2.492087e+002	-2.501456e+002	
1.962356e-001	6.816141e-001	-4.938220e+000	-4.843617e+000	-2.445243e+002	-2.398400e+002	-4.938220e+000	-4.843617e+000	-2.445243e+002	-2.398400e+002	
1.971836e-001	6.825621e-001	-4.994980e+000	-4.900379e+000	-2.473349e+002	-2.426506e+002	-4.994980e+000	-4.900379e+000	-2.473349e+002	-2.426506e+002	
1.981316e-001	6.835101e-001	-5.127423e+000	-5.070662e+000	-2.538931e+002	-2.510824e+002	-5.127423e+000	-5.070662e+000	-2.538931e+002	-2.510824e+002	
1.990796e-001	6.844581e-001	-4.957139e+000	-4.957139e+000	-2.454612e+002	-2.454612e+002	-4.957139e+000	-4.957139e+000	-2.454612e+002	-2.454612e+002	
2.000276e-001	6.854061e-001	-5.108503e+000	-4.938220e+000	-2.529562e+002	-2.445243e+002	-5.108503e+000	-4.938220e+000	-2.529562e+002	-2.445243e+002	
2.009756e-001	6.863542e-001	-4.976060e+000	-5.032821e+000	-2.463981e+002	-2.492087e+002	-4.976060e+000	-5.032821e+000	-2.463981e+002	-2.492087e+002	
2.019235e-001	6.873022e-001	-5.165264e+000	-4.919299e+000	-2.557668e+002	-2.435874e+002	-5.165264e+000	-4.919299e+000	-2.557668e+002	-2.435874e+002	
2.028715e-001	6.882502e-001	-5.032821e+000	-5.013901e+000	-2.492087e+002	-2.482718e+002	-5.032821e+000	-5.013901e+000	-2.492087e+002	-2.482718e+002	
2.038195e-001	6.891982e-001	-5.259866e+000	-4.976060e+000	-2.604512e+002	-2.463981e+002	-5.259866e+000	-4.976060e+000	-2.604512e+002	-2.463981e+002	
2.047675e-001	6.901462e-001	-5.070662e+000	-5.316627e+000	-2.510824e+002	-2.632618e+002	-5.070662e+000	-5.316627e+000	-2.510824e+002	-2.632618e+002	
2.057155e-001	6.910942e-001	-5.127423e+000	-5.013901e+000	-2.538931e+002	-2.482718e+002	-5.127423e+000	-5.013901e+000	-2.538931e+002	-2.482718e+002	
2.066635e-001	6.920422e-001	-4.976060e+000	-4.824697e+000	-2.463981e+002	-2.389031e+002	-4.976060e+000	-4.824697e+000	-2.463981e+002	-2.389031e+002	
2.076115e-001	6.929902e-001	-4.919299e+000	-4.900379e+000	-2.435874e+002	-2.426506e+002	-4.919299e+000	-4.900379e+000	-2.435874e+002	-2.426506e+002	
2.085595e-001	6.939383e-001	-5.051742e+000	-4.843617e+000	-2.501456e+002	-2.398400e+002	-5.051742e+000	-4.843617e+000	-2.501456e+002	-2.398400e+002	
2.095075e-001	6.948863e-001	-4.976060e+000	-4.843617e+000	-2.463981e+002	-2.398400e+002	-4.976060e+000	-4.843617e+000	-2.463981e+002	-2.398400e+002	
2.104555e-001	6.958343e-001	-4.824697e+000	-5.108503e+000	-2.389031e+002	-2.529562e+002	-4.824697e+000	-5.108503e+000	-2.389031e+002	-2.529562e+002	
2.114035e-001	6.967823e-001	-5.240945e+000	-4.976060e+000	-2.595143e+002	-2.463981e+002	-5.240945e+000	-4.976060e+000	-2.595143e+002	-2.463981e+002	
2.123515e-001	6.977303e-001	-5.203104e+000	-5.089582e+000	-2.576406e+002	-2.520193e+002	-5.203104e+000	-5.089582e+000	-2.576406e+002	-2.520193e+002	
2.132995e-001	6.986783e-001	-4.976060e+000	-4.976060e+000	-2.463981e+002	-2.463981e+002	-4.976060e+000	-4.976060e+000	-2.463981e+002	-2.463981e+002	
2.142475e-001	6.996263e-001	-5.203104e+000	-5.240945e+000	-2.576406e+002	-2.595143e+002	-5.203104e+000	-5.240945e+000	-2.576406e+002	-2.595143e+002	
2.151955e-001	7.005743e-001	-4.957139e+000	-5.127423e+000	-2.454612e+002	-2.538931e+002	-4.957139e+000	-5.127423e+000	-2.454612e+002	-2.538931e+002	
2.161435e-001	7.015224e-001	-4.994980e+000	-4.862538e+000	-2.473349e+002	-2.407768e+002	-4.994980e+000	-4.862538e+000	-2.473349e+002	-2.407768e+002	
2.170915e-001	7.024704e-001	-4.843617e+000	-5.203104e+000	-2.398400e+002	-2.576406e+002	-4.843617e+000	-5.203104e+000	-2.398400e+002	-2.576406e+002	
2.180395e-001	7.034184e-001	-5.127423e+000	-5.070662e+000	-2.538931e+002	-2.510824e+002	-5.127423e+000	-5.070662e+000	-2.538931e+002	-2.510824e+002	
2.189875e-001	7.043664e-001	-4.957139e+000	-5.013901e+000	-2.454612e+002	-2.482718e+002	-4.957139e+000	-5.013901e+000	-2.454612e+002	-2.482718e+002	
2.199355e-001	7.053144e-001	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	
2.208835e-001	7.062624e-001	-5.316627e+000	-4.938220e+000	-2.632618e+002	-2.445243e+002	-5.316627e+000	-4.938220e+000	-2.632618e+002	-2.445243e+002	
2.218315e-001	7.072104e-001	-4.976060e+000	-5.146344e+000	-2.463981e+002	-2.548299e+002	-4.976060e+000	-5.146344e+000	-2.463981e+002	-2.548299e+002	
2.227795e-001	7.081584e-001	-4.994980e+000	-5.013901e+000	-2.473349e+002	-2.482718e+002	-4.994980e+000	-5.013901e+000	-2.473349e+002	-2.482718e+002	
2.237275e-001	7.091064e-001	-4.862538e+000	-5.089582e+000	-2.407768e+002	-2.520193e+002	-4.862538e+000	-5.089582e+000	-2.407768e+002	-2.520193e+002	
2.246755e-001	7.100545e-001	-4.862538e+000	-5.165264e+000	-2.407768e+002	-2.557668e+002	-4.862538e+000	-5.165264e+000	-2.407768e+002	-2.557668e+002	
2.256235e-001	7.110025e-001	-5.278786e+000	-5.222025e+000	-2.613881e+002	-2.585775e+002	-5.278786e+000	-5.222025e+000	-2.613881e+002	-2.585775e+002	
2.265715e-001	7.119505e-001	-4.919299e+000	-5.127423e+000	-2.435874e+002	-2.538931e+002	-4.919299e+000	-5.127423e+000	-2.435874e+002	-2.538931e+002	
2.275195e-001	7.128985e-001	-5.203104e+000	-4.976060e+000	-2.576406e+002	-2.463981e+002	-5.203104e+000	-4.976060e+000	-2.576406e+002	-2.463981e+002	
2.284675e-001	7.138465e-001	-5.089582e+000	-5.203104e+000	-2.520193e+002	-2.576406e+002	-5.089582e+000	-5.203104e+000	-2.520193e+002	-2.576406e+002	
2.294155e-001	7.147945e-001	-4.862538e+000	-5.203104e+000	-2.407768e+002	-2.576406e+002	-4.862538e+000	-5.203104e+000	-2.407768e+002	-2.576406e+002	
2.303635e-001	7.157425e-001	-4.919299e+000	-5.089582e+000	-2.435874e+002	-2.520193e+002	-4.919299e+000	-5.089582e+000	-2.435874e+002	-2.520193e+002	
2.313115e-001	7.166905e-001	-4.976060e+000	-5.278786e+000	-2.463981e+002	-2.613881e+002	-4.976060e+000	-5.278786e+000	-2.463981e+002	-2.613881e+002	
2.322595e-001	7.176386e-001	-5.032821e+000	-5.013901e+000	-2.492087e+002	-2.482718e+002	-5.032821e+000	-5.013901e+000	-2.492087e+002	-2.482718e+002	
2.332074e-001	7.185866e-001	-5.032821e+000	-5.108503e+000	-2.492087e+002	-2.529562e+002	-5.032821e+000	-5.108503e+000	-2.492087e+002	-2.529562e+002	
2.341554e-001	7.195346e-001	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	-4.862538e+000	-5.070662e+000	-2.407768e+002	-2.510824e+002	
2.351034e-001	7.204826e-001	-4.824697e+000	-4.994980e+000	-2.389031e+002	-2.473349e+002	-4.824697e+000	-4.994980e+000	-2.389031e+002	-2.473349e+002	
2.360514e-001	7.214306e-001	-4.862538e+000	-5.297707e+000	-2.407768e+002	-2.623250e+002	-4.862538e+000	-5.297707e+000	-2.407768e+002	-2.623250e+002	
2.369994e-001	7.223786e-001	-5.373388e+000	-5.051742e+000	-2.660724e+002	-2.501456e+002	-5.373388e+000	-5.051742e+000	-2.660724e+002	-2.501456e+002	
2.379474e-001	7.233266e-001	-4.976060e+000	-5.184184e+000	-2.463981e+002	-2.567037e+002	-4.976060e+000	-5.184184e+000	-2.463981e+002	-2.567037e+002	
2.388954e-001	7.242746e-001	-4.994980e+000	-5.278786e+000	-2.473349e+002	-2.613881e+002	-4.994980e+000	-5.278786e+000	-2.473349e+002	-2.613881e+002	
2.398434e-001	7.252226e-001	-5.146344e+000	-5.203104e+000	-2.548299e+002	-2.576406e+002	-5.146344e+000	-5.203104e+000	-2.548299e+002	-2.576406e+002	
2.407914e-001	7.261707e-001	-4.938220e+000	-5.146344e+000	-2.445243e+002	-2.548299e+002	-4.938220e+000	-5.146344e+000	-2.445243e+002	-2.548299e+002	
2.417394e-001	7.271187e-001	-4.900379e+000	-5.127423e+000	-2.426506e+002	-2.538931e+002	-4.900379e+000	-5.127423e+000	-2.426506e+002	-2.538931e+002	
2.426874e-001	7.280667e-001	-4.900379e+000	-5.354468e+000	-2.426506e+002	-2.651356e+002	-4.900379e+000	-5.354468e+000	-2.426506e+002	-2.651356e+002	
2.436354e-001	7.290147e-001	-4.805777e+000	-5.411229e+000	-2.379662e+002	-2.679462e+002	-4.805777e+000	-5.411229e+000	-2.379662e+002	-2.679462e+002	
2.445834e-001	7.299627e-001	-4.938220e+000	-5.373388e+000	-2.445243e+002	-2.660724e+002	-4.938220e+000	-5.373388e+000	-2.445243e+002	-2.660724e+002	
2.455314e-001	7.309107e-001	-4.994980e+000	-5.411229e+000	-2.473349e+002	-2.679462e+002	-4.994980e+000	-5.411229e+000	-2.473349e+002	-2.679462e+002	
2.464794e-001	7.318587e-001	-4.919299e+000	-5.278786e+000	-2.435874e+002	-2.613881e+002	-4.919299e+000	-5.278786e+000	-2.435874e+002	-2.613881e+002	
2.474274e-001	7.328067e-001	-5.089582e+000	-5.146344e+000	-2.520193e+002	-2.548299e+002	-5.089582e+000	-5.146344e+000	-2.520193e+002	-2.548299e+002	
2.483754e-001	7.337548e-001	-4.957139e+000	-5.089582e+000	-2.454612e+002	-2.520193e+002	-4.957139e+000	-5.089582e+000	-2.454612e+002	-2.520193e+002	
2.493234e-001	7.347028e-001	-4.938220e+000	-5.051742e+000	-2.445243e+002	-2.501456e+002	-4.938220e+000	-5.051742e+000	-2.445243e+002	-2.501456e+002	
2.502714e-001	7.356508e-001	-4.881458e+000	-5.222025e+000	-2.417137e+002	-2.585775e+002	-4.881458e+000	-5.222025e+000	-2.417137e+002	-2.585775e+002	
2.512194e-001	7.365988e-001	-4.938220e+000	-4.881458e+000	-2.445243e+002	-2.417137e+002	-4.938220e+000	-4.881458e+000	-2.445243e+002	-2.417137e+002	
2.521674e-001	7.375468e-001	-4.862538e+000	-5.089582e+000	-2.407768e+002	-2.520193e+002	-4.862538e+000	-5.089582e+000	-2.407768e+002	-2.520193e+002	
2.531154e-001	7.384948e-001	-4.862538e+000	-5.335547e+000	-2.407768e+002	-2.641987e+002	-4.862538e+000	-5.335547e+000	-2.407768e+002	-2.641987e+002	
2.540635e-001	7.394428e-001	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	-4.919299e+000	-5.259866e+000	-2.435874e+002	-2.604512e+002	
2.550115e-001	7.403908e-001	-4.919299e+000	-5.316627e+000	-2.435874e+002	-2.632618e+002	-4.919299e+000	-5.316627e+000	-2.435874e+002	-2.632618e+002	
2.559595e-001	7.413388e-001	-4.730095e+000	-5.184184e+000	-2.342187e+002	-2.567037e+002	-4.730095e+000	-5.184184e+000	-2.342187e+002	-2.567037e+002	
2.569075e-001	7.422869e-001	-4.673334e+000	-5.278786e+000	-2.314081e+002	-2.613881e+002	-4.673334e+000	-5.278786e+000	-2.314081e+002	-2.613881e+002	
2.578555e-001	7.432349e-001	-4.786856e+000	-5.108503e+000	-2.370293e+002	-2.529562e+002	-4.786856e+000	-5.108503e+000	-2.370293e+002	-2.529562e+002	
2.588035e-001	7.441829e-001	-4.976060e+000	-5.430149e+000	-2.463981e+002	-2.688831e+002	-4.976060e+000	-5.430149e+000	-2.463981e+002	-2.688831e+002	
2.597515e-001	7.451309e-001	-4.843617e+000	-5.222025e+000	-2.398400e+002	-2.585775e+002	-4.843617e+000	-5.222025e+000	-2.398400e+002	-2.585775e+002	
2.606995e-001	7.460789e-001	-5.032821e+000	-5.127423e+000	-2.492087e+002	-2.538931e+002	-5.032821e+000	-5.127423e+000	-2.492087e+002	-2.538931e+002	
2.616476e-001	7.470269e-001	-4.900379e+000	-5.297707e+000	-2.426506e+002	-2.623250e+002	-4.900379e+000	-5.297707e+000	-2.426506e+002	-2.623250e+002	
2.625956e-001	7.479749e-001	-5.013901e+000	-5.335547e+000	-2.482718e+002	-2.641987e+002	-5.013901e+000	-5.335547e+000	-2.482718e+002	-2.641987e+002	
2.635436e-001	7.489229e-001	-4.900379e+000	-5.146344e+000	-2.426506e+002	-2.548299e+002	-4.900379e+000	-5.146344e+000	-2.426506e+002	-2.548299e+002	
2.644916e-001	7.498710e-001	-4.673334e+000	-4.938220e+000	-2.314081e+002	-2.445243e+002	-4.673334e+000	-4.938220e+000	-2.314081e+002	-2.445243e+002	
2.654396e-001	7.508190e-001	-4.938220e+000	-5.203104e+000	-2.445243e+002	-2.576406e+002	-4.938220e+000	-5.203104e+000	-2.445243e+002	-2.576406e+002	
2.663876e-001	7.517670e-001	-4.900379e+000	-5.430149e+000	-2.426506e+002	-2.688831e+002	-4.900379e+000	-5.430149e+000	-2.426506e+002	-2.688831e+002	
2.673356e-001	7.527150e-001	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	
2.682836e-001	7.536630e-001	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	-4.805777e+000	-5.222025e+000	-2.379662e+002	-2.585775e+002	
2.692316e-001	7.546110e-001	-4.957139e+000	-5.278786e+000	-2.454612e+002	-2.613881e+002	-4.957139e+000	-5.278786e+000	-2.454612e+002	-2.613881e+002	
2.701797e-001	7.555590e-001	-4.767936e+000	-5.259866e+000	-2.360925e+002	-2.604512e+002	-4.767936e+000	-5.259866e+000	-2.360925e+002	-2.604512e+002	
2.711277e-001	7.565070e-001	-4.862538e+000	-5.335547e+000	-2.407768e+002	-2.641987e+002	-4.862538e+000	-5.335547e+000	-2.407768e+002	-2.641987e+002	
2.720757e-001	7.574551e-001	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	-4.881458e+000	-5.278786e+000	-2.417137e+002	-2.613881e+002	
2.730237e-001	7.584031e-001	-5.032821e+000	-5.108503e+000	-2.492087e+002	-2.529562e+002	-5.032821e+000	-5.108503e+000	-2.492087e+002	-2.529562e+002	
2.739717e-001	7.593511e-001	-4.862538e+000	-5.184184e+000	-2.407768e+002	-2.567037e+002	-4.862538e+000	-5.184184e+000	-2.407768e+002	-2.567037e+002	
2.749197e-001	7.602991e-001	-4.654414e+000	-5.165264e+000	-2.304712e+002	-2.557668e+002	-4.654414e+000	-5.165264e+000	-2.304712e+002	-2.557668e+002	
2.758677e-001	7.612471e-001	-4.900379e+000	-5.411229e+000	-2.426506e+002	-2.679462e+002	-4.900379e+000	-5.411229e+000	-2.426506e+002	-2.679462e+002	
2.768157e-001	7.621951e-001	-4.862538e+000	-5.316627e+000	-2.407768e+002	-2.632618e+002	-4.862538e+000	-5.316627e+000	-2.407768e+002	-2.632618e+002	
2.777638e-001	7.631431e-001	-4.749015e+000	-5.013901e+000	-2.351556e+002	-2.482718e+002	-4.749015e+000	-5.013901e+000	-2.351556e+002	-2.482718e+002	
2.787118e-001	7.640911e-001	-4.919299e+000	-5.146344e+000	-2.435874e+002	-2.548299e+002	-4.919299e+000	-5.146344e+000	-2.435874e+002	-2.548299e+002	
2.796598e-001	7.650391e-001	-4.749015e+000	-5.203104e+000	-2.351556e+002	-2.576406e+002	-4.749015e+000	-5.203104e+000	-2.351556e+002	-2.576406e+002	
2.806078e-001	7.659872e-001	-4.957139e+000	-5.203104e+000	-2.454612e+002	-2.576406e+002	-4.957139e+000	-5.203104e+000	-2.454612e+002	-2.576406e+002	
2.815558e-001	7.669352e-001	-4.900379e+000	-5.335547e+000	-2.426506e+002	-2.641987e+002	-4.900379e+000	-5.335547e+000	-2.426506e+002	-2.641987e+002	
2.825038e-001	7.678832e-001	-4.540891e+000	-5.259866e+000	-2.248500e+002	-2.604512e+002	-4.540891e+000	-5.259866e+000	-2.248500e+002	-2.604512e+002	
2.834518e-001	7.688312e-001	-5.070662e+000	-5.449069e+000	-2.510824e+002	-2.698199e+002	-5.070662e+000	-5.449069e+000	-2.510824e+002	-2.698199e+002	
2.843998e-001	7.697792e-001	-4.900379e+000	-5.486910e+000	-2.426506e+002	-2.716937e+002	-4.900379e+000	-5.486910e+000	-2.426506e+002	-2.716937e+002	
2.853478e-001	7.707272e-001	-4.994980e+000	-5.203104e+000	-2.473349e+002	-2.576406e+002	-4.994980e+000	-5.203104e+000	-2.473349e+002	-2.576406e+002	
2.862959e-001	7.716752e-001	-4.843617e+000	-5.146344e+000	-2.398400e+002	-2.548299e+002	-4.843617e+000	-5.146344e+000	-2.398400e+002	-2.548299e+002	
2.872439e-001	7.726232e-001	-5.013901e+000	-5.146344e+000	-2.482718e+002	-2.548299e+002	-5.013901e+000	-5.146344e+000	-2.482718e+002	-2.548299e+002	
2.881919e-001	7.735713e-001	-4.786856e+000	-5.146344e+000	-2.370293e+002	-2.548299e+002	-4.786856e+000	-5.146344e+000	-2.370293e+002	-2.548299e+002	
2.891399e-001	7.745193e-001	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	-4.730095e+000	-5.203104e+000	-2.342187e+002	-2.576406e+002	
